content,cleaned,category,appVersion,at
"Extremely disappointed with Zomato’s service. My prepaid order was handed over to someone else without a single confirmation call or OTP check. The delivery agent didn’t contact me, and Zomato support claimed it was “delivered” without any proof. I’ve been a loyal customer, but this experience shows a complete lack of accountability and care for customers. Congratulations Zomato — you just lost a gold customer",extremely disappointed zomatos service prepaid order handed someone else without single confirmation call otp check delivery agent didnt contact zomato support claimed delivered without proof ive loyal customer experience shows complete lack accountability care customers congratulations zomato lost gold customer,"Late Delivery, Customer Support",19.2.1,15-10-2025 23:03
wort platform with delivery team I have order a meal and paid full rupees with a tip of 30 to the rider and when I opened it the meal was half eaten so there is very trust issue with this platform,wort platform delivery team order meal paid full rupees tip rider opened meal half eaten trust issue platform,Late Delivery,17.9.8,15-10-2025 22:27
I don't like the update. In delivery i can't see the reviews written about the restaurant. Please resolve this issue.,dont like update delivery cant see reviews written restaurant please resolve issue,Other,19.2.2,15-10-2025 21:41
Doing fraud with customers & looting money from people.,fraud customers looting money people,Payment/Refund Issues,19.2.2,15-10-2025 21:37
I ordered paneer momos from zomato and received 1 pc of chicken momos i accidentally eat that and then there is no solution zomato is not taking any action on that restaurant OR giving me refund Matalab bhai vegitarian ko non veg dedia ho usne kha bhi lia galti se or inka bus sry bolke hogaya kasam se ma to apne pure khandan ko mana krne wala hoon zomato use karne ko kismat achi the mere mummy ni khae Verna to unka naam daan chala jata or zomato to sry khe k khatam kr deta baat,ordered paneer momos zomato received pc chicken momos accidentally eat solution zomato taking action restaurant giving refund matalab bhai vegitarian ko non veg dedia ho usne kha bhi lia galti se inka bus sry bolke hogaya kasam se apne pure khandan ko mana krne wala hoon zomato use karne ko kismat achi mere mummy ni khae verna unka naam daan chala jata zomato sry khe k khatam kr deta baat,"Late Delivery, Payment/Refund Issues",19.2.2,15-10-2025 21:32
"Pathetic app! second time placing the order from this pathetic app. First miss on item then provide 3/4 of the amount as coupon code and their work is done. when asked to refund the entire amount their customer support Varun was very rude and impolite and no sense to understand the issue or how to talk to a customer. and hung up the call shouting nothing can be done. No proper support, just for name sake doing work. Thanks for screwing up again. again ....will suggest not to use this app..",pathetic app second time placing order pathetic app first miss item provide amount coupon code work done asked refund entire amount customer support varun rude impolite sense understand issue talk customer hung call shouting nothing done proper support name sake work thanks screwing suggest use app,"Late Delivery, Payment/Refund Issues, Customer Support",19.1.8,15-10-2025 21:04
I received my order and food was stale and the burger had sour taste and foul smell is coming from it. terrible service poor service i have been waiting for the response over the mistake of the app and they haven't respond me till yet .,received order food stale burger sour taste foul smell coming terrible service poor service waiting response mistake app havent respond till yet,"Late Delivery, Customer Support",19.1.8,15-10-2025 20:52
fake hai ye aap payment puri lay gi or samaan nahi day gi choor hai ye,fake hai ye aap payment puri lay gi samaan nahi day gi choor hai ye,Payment/Refund Issues,19.2.2,15-10-2025 20:44
worst service,worst service,Customer Support,19.2.1,15-10-2025 20:39
today is birthday can you send me plz mc.d meal,today birthday send plz mcd meal,Other,19.2.1,15-10-2025 19:26
deliver speed slow otherwise ok,deliver speed slow otherwise ok,Late Delivery,19.1.8,15-10-2025 19:10
From few days I am receiving wrong deliveries Unsatisfied with orders looting the money from customers uninstalling the app from today. no one responds even if we complains also.,days receiving wrong deliveries unsatisfied orders looting money customers uninstalling app today one responds even complains also,"Late Delivery, Payment/Refund Issues",18.8.6,15-10-2025 19:05
WE ALL NEED-( GUJARATI LANGUAGE with FREE DELIVERY )-FACILITY only AfterThen WE GIVES YOU FIVE 5 STAR For Sure,need gujarati language free delivery facility afterthen gives five star sure,Other,19.2.1,15-10-2025 18:55
"Zomato’s service quality is getting worse day by day. Honestly, Swiggy is way ahead in terms of service experience. I ordered food at 10:46 PM, and it arrived at 12:02 AM cold and disappointing. It wasn’t the restaurant’s or delivery partner’s fault, but Zomato’s poor management. They assigned two orders to one delivery person, which caused the delay. Zomato really needs to improve its service model offers alone won’t help. At this rate, their rating could easily drop from 4.5 to 3.5 by 2026",zomatos service quality getting worse day day honestly swiggy way ahead terms service experience ordered food pm arrived cold disappointing wasnt restaurants delivery partners fault zomatos poor management assigned two orders one delivery person caused delay zomato really needs improve service model offers alone wont help rate rating could easily drop,"Late Delivery, Customer Support",19.2.2,15-10-2025 18:42
very discussing app in the world,discussing app world,Other,,15-10-2025 18:39
very late delivery during grouping orders .,late delivery grouping orders,Late Delivery,19.1.7,15-10-2025 18:31
"Worst customer service experience ever! I had one of the most disappointing experiences with zomato. My order had an issue, and when I tried to contact the delivery agent — no one picked up the call. I then reached out to customer support, but it was even worse — no response, no help, and no follow-up. It’s unacceptable that a company handling food orders can’t even provide basic customer service or communication.",worst customer service experience ever one disappointing experiences zomato order issue tried contact delivery agent one picked call reached customer support even worse response help followup unacceptable company handling food orders cant even provide basic customer service communication,"Late Delivery, Customer Support",19.2.2,15-10-2025 18:23
